Majority protein IDs- with isoform information,Replicate,Ratio H/L 1,Ratio H/L 2,Ratio H/L 3,Ratio H/L 4,Ratio H/L 5,Ratio H/L 6,Ratio H/L 7,Ratio H/L 8,Ratio H/L 9,Ratio H/L 10,Ratio H/L 11,Ratio H/L 12,Ratio H/L 13,Ratio H/L 14,Ratio H/L 15,Ratio H/L 16,Ratio H/L 17,Ratio H/L 18,Ratio H/L 19,Ratio H/L 20,Ratio H/L 21,Ratio H/L 22,Ratio H/L 23,Ratio H/L 24,Ratio H/L 25,Ratio H/L 26,Ratio H/L 27,Ratio H/L 28,Ratio H/L 29,Ratio H/L 30,Ratio H/L 31,Ratio H/L 32,Ratio H/L 33,Ratio H/L 34,Ratio H/L 35,Ratio H/L 36,Ratio H/L 37,Ratio H/L 38,Ratio H/L 39,Ratio H/L 40,Ratio H/L 41,Ratio H/L 42,Ratio H/L 43,Ratio H/L 44,Ratio H/L 45,Ratio H/L 46,Ratio H/L 47,Ratio H/L 48,Ratio H/L 49,Ratio H/L 50,Ratio H/L 51,Ratio H/L 52,Ratio H/L 53,Ratio H/L 54,Ratio H/L 55
Q8IZ83,2,0.2213,0.41359,1.0137,1.8045,1.371,1.5867,1.5174,1.4391,1.2524,1.0493,1.0726,1.1863,0.88192,0.86517,0.8629,0.6823,0.77254,0.66961,0.76336,0.86991,0.51922,0.53375,0.72632,0.82624,0.84298,0.67298,0.59424,NaN,NaN,0.72074,NaN,0.9058,0.94859,0.7597,0.65722,0.33106,0.40948,0.5137,0.93506,1.214,1.4901,1.3813,1.2551,0.98691,0.52621,0.39814,0.44428,NaN,NaN,0.33064,NaN,NaN,NaN,NaN,NaN
Q8IZH2-2,2,NaN,NaN,NaN,NaN,1.8517,NaN,NaN,NaN,4.2728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8IZP0-10,2,0.18052,0.49055,1.4479,NaN,NaN,0.67418,0.50653,0.46844,0.50407,0.33523,NaN,NaN,NaN,NaN,0.32012,NaN,0.32465,NaN,0.39541,0.48173,0.57111,0.51212,0.79553,0.67665,0.95964,0.98661,1.3132,1.919,1.2931,1.7877,1.8361,1.953,2.1605,1.2034,1.2682,1.1242,0.71545,0.62526,0.85664,0.63695,NaN,0.65705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N0T1,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N0Z6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46158,0.69008,0.50225,0.52297,0.81526,0.79419,0.54472,0.60867,0.48551,0.53477,0.89358,NaN,NaN,0.85595,NaN,0.89789,1.0355,1.0639,1.1817,1.1909,1.1229,0.94123,1.1907,1.5799,1.6753,1.8965,1.4126,1.1995,1.3479,1.1732,1.2812,1.3438,2.25,2.3243,2.7023,3.0176,2.4065,NaN,NaN
Q8N108-17,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1748,4.8166,5.3729,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N163,2,0.17592,0.76969,1.6811,2.0347,1.9985,2.1848,2.4508,2.7457,2.0189,1.847,1.6463,1.9121,1.5984,2.1014,2.2749,1.8432,1.2622,0.77293,0.47581,0.40531,0.39006,0.45441,0.4752,0.44239,0.45574,0.50116,0.57498,0.49188,0.53135,0.53241,0.39019,0.444,0.62461,0.27167,0.30505,0.26801,0.30525,0.22944,0.2968,0.14906,0.14422,0.15196,0.15945,0.16161,0.15374,0.13207,0.13672,0.11765,0.11758,0.098275,0.1439,0.089043,0.10685,0.15849,0.53492
Q8N1B4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7759,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N1F7,2,0.30698,0.8737,1.0102,0.74533,0.58918,0.53379,0.47271,0.57549,0.41361,0.57796,0.51805,0.66119,0.64609,0.53471,0.34452,0.37044,0.40847,0.36623,0.43206,0.48839,0.70378,0.54637,0.62165,0.54859,0.73215,0.77661,0.62464,0.86765,0.99022,0.68023,1.4003,0.73963,1.0969,1.0434,1.1543,1.1167,1.0643,0.86649,0.70508,1.0508,0.32253,0.71348,0.62363,0.43826,0.82491,0.90733,1.0347,1.0063,0.80813,0.80238,0.47096,NaN,NaN,0.34893,0.62217
Q8N1G4,2,0.055277,0.16896,0.54155,0.75627,0.49264,0.30017,0.30571,0.35352,0.35075,0.33196,0.25456,0.26518,0.2521,0.17151,0.19442,0.15198,0.25903,0.14183,0.18278,0.21307,0.16718,0.20817,0.27636,0.28231,0.30204,0.2637,0.38307,0.33205,0.40403,0.36438,0.34119,0.39775,0.35614,0.43097,0.46721,0.4851,0.49092,0.54732,0.71675,0.75383,0.83929,0.86521,0.92739,1.0083,1.0801,1.4952,1.4973,1.797,2.1288,3.3387,3.6667,5.0739,6.5796,4.9839,2.8307
Q8N257,2,NaN,NaN,NaN,NaN,7.1375,4.3749,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N2Z9,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9326,NaN,2.8821
Q8N371,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8317,1.5698,NaN,NaN
Q8N3D4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.36493,NaN,NaN,NaN,NaN,NaN,0.46254,0.57995,0.76993,1.2874,1.2151,1.1022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65803,NaN,0.6173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N3F8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7131,1.7237,1.7252,2.2119,1.8895,2.1123,1.4552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N3X1,2,NaN,NaN,NaN,NaN,1.7594,NaN,NaN,NaN,1.1452,NaN,NaN,NaN,NaN,NaN,1.3765,1.847,1.9877,2.4989,3.0128,2.888,2.6825,3.6107,3.0892,3.6408,2.1843,NaN,2.3055,NaN,2.086,2.001,1.3868,NaN,NaN,NaN,NaN,NaN,0.93386,0.87853,0.96623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.68769,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N4C8-5,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5841,2.8684,3.8063,1.0308,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N543,2,0.17827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.096269,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0046,3.3576,4.1809,7.7946,11.092,6.9207
Q8N573-8,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N5K1,2,NaN,2.8754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N5L8,2,NaN,NaN,NaN,1.8514,1.466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2694,1.1584,NaN,NaN,1.3808,2.717,NaN,NaN,NaN,NaN,NaN,NaN,1.2916,0.91977,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N5M4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.897,11.555,NaN,2.2034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9866,NaN,NaN,5.5488,NaN,5.6138,NaN,NaN,NaN,NaN,NaN,NaN
Q8N5N7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6799,NaN,2.3369,4.046,4.3011,2.7971,3.8364,NaN,NaN,0.5119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.39114,NaN,NaN,NaN,NaN,NaN,0.43775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N5U6,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.77486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N668,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9798,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N684-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N6H7,2,NaN,0.45044,0.86697,0.57994,NaN,0.30921,0.36723,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3689,0.72987,1.2767,1.7301,2.1483,1.972,2.1799,1.8738,1.7617,1.6378,1.4278,1.7926,2.8929,NaN
Q8N6M0,2,NaN,NaN,NaN,NaN,NaN,0.49951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.93422,2.5043,0.64262,1.3433,0.35657,0.84553,0.93855,1.705,1.9905,3.6612,4.4254,8.547
Q8N6N3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0011,1.5906,NaN,1.8622,NaN,NaN,NaN,NaN,3.5591,NaN,4.3737,2.3588,NaN,2.1224,6.3926
Q8N6T3-3,2,NaN,NaN,NaN,2.4616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N749,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1877
Q8N7H5,2,0.087387,0.3165,0.86826,1.0883,0.77015,0.80113,0.58747,0.65927,0.65532,0.76716,0.87112,1.51,3.648,5.7249,4.3123,3.1456,2.5092,1.5863,1.1798,0.94672,0.85752,0.60299,NaN,0.2835,0.39712,0.39339,0.42798,0.34744,0.27237,0.28819,NaN,0.33054,0.29842,0.34328,0.3235,0.38392,NaN,0.19987,NaN,NaN,NaN,NaN,0.18836,0.31528,0.20027,NaN,0.14634,0.42732,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N806,2,NaN,NaN,0.22046,NaN,NaN,0.19337,0.19929,0.39564,0.21312,NaN,NaN,NaN,0.17384,0.30322,0.30497,NaN,0.17717,NaN,0.21169,0.22772,0.2636,0.25142,0.4129,NaN,0.39851,0.32636,NaN,NaN,NaN,0.42101,0.50886,0.47747,0.68774,0.66989,0.86306,1.0981,1.3705,1.6065,1.6631,1.6304,1.6574,1.595,1.541,2.0389,2.2729,1.9628,2.9065,1.9698,3.2062,3.4801,4.6219,2.66,4.1914,4.4357,3.0616
Q8N8E3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.3956,1.8948,2.7874,1.2381,1.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N8S7-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0695,1.9344,NaN,NaN,NaN,2.1617,NaN,NaN,2.7152,NaN,NaN,1.8422,NaN,2.5026,3.1978,NaN,4.3508,6.3049,5.3961,6.2668,6.2502,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N983-4,2,NaN,NaN,NaN,NaN,NaN,0.88571,1.0335,1.387,2.0242,2.5715,2.882,3.371,2.6483,2.4129,NaN,0.96819,0.56722,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N999-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.67968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.6384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8N9M5,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.70698,0.85077,0.7048,0.86221,1.0552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NAF0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.2267,2.561,3.8299,6.0614,2.4382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NB14,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.17411,NaN,NaN
Q8NB37,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.80271,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NB90,2,NaN,1.2637,1.6648,2.8138,2.4792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NBF2-2,2,NaN,NaN,NaN,NaN,NaN,0.62735,NaN,NaN,NaN,NaN,NaN,0.41012,0.33986,NaN,0.39375,0.33806,NaN,NaN,NaN,0.46011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.74375,0.7526,0.76222,0.75884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4048,NaN,NaN,NaN,NaN,1.249,NaN,1.2252,NaN,1.6149,2.231
Q8NBJ5,2,0.26855,0.11555,0.20894,0.209,0.15613,0.16949,0.11533,NaN,0.15171,NaN,0.12801,0.32967,0.35728,0.13289,0.15909,0.16806,0.18513,0.39925,0.26576,0.33145,0.24549,0.24158,0.31067,0.14064,0.16515,0.20027,0.30168,NaN,NaN,NaN,0.36618,0.25972,0.30976,NaN,NaN,0.33759,0.28629,0.34234,0.4185,0.56156,0.75477,1.1734,1.7217,2.0489,2.3839,2.8011,3.3623,3.1567,2.7985,2.2296,1.593,1.1167,1.1853,0.42953,NaN
Q8NBN3-3,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NBT2,2,NaN,NaN,NaN,NaN,NaN,0.39365,0.39443,0.54869,NaN,0.63381,0.38657,0.707,0.49033,0.42212,NaN,NaN,0.45008,0.61034,0.89196,1.0048,NaN,0.59913,0.50963,0.40262,0.45845,0.40669,NaN,0.37149,NaN,NaN,NaN,0.45668,0.48728,0.60029,0.63442,0.75915,0.87342,0.8977,1.1107,0.95535,0.63798,0.7367,NaN,NaN,NaN,NaN,1.2414,NaN,NaN,1.6911,3.3662,3.2148,3.1366,4.8291,NaN
Q8NBX0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NC51,2,NaN,0.77784,1.955,2.2122,2.2684,2.5957,4.1027,4.6949,8.367,6.8987,4.9836,4.1395,2.0719,1.3816,0.90242,0.73371,0.58156,0.24749,0.45288,0.41385,0.44601,0.36707,0.38074,0.40034,0.35771,0.39346,0.42447,0.44116,0.47632,0.52785,0.56927,0.55356,0.65147,0.65606,0.73816,0.65434,0.65491,0.61952,0.5822,0.61108,0.65561,0.66268,0.61335,0.50871,NaN,NaN,0.50934,0.61883,0.53711,0.51451,0.50496,0.48099,NaN,NaN,NaN
Q8NCD3-3,2,NaN,NaN,1.1098,1.0101,1.2514,0.94514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NCE0-4,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.565,3.9624,6.2547,2.031,5.5273,2.4748,3.7265,3.5007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8ND24,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5134,1.5381,NaN,NaN,1.4101,2.0188,1.1769,0.8237,0.99933,1.8919,2.1943,1.8026,2.3672,2.8444,2.6929,3.1164,NaN,1.0928,NaN,NaN,NaN,NaN,NaN,NaN
Q8NDC0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7847,1.8088,NaN,NaN,1.8734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.504,3.3373,NaN,NaN,NaN,NaN
Q8NDX5-2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NE71-2,2,NaN,NaN,1.6579,1.8562,1.8844,1.3824,1.6717,NaN,1.802,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.47533,NaN,NaN,0.76625,0.76964,0.73688,0.74486,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Q8NEC7,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.0806,2.0537,0.80226,NaN
